sample1	sample2	N_informative_sites	discordance	log_p	N_fit_iteration	N_generation	N_state_transition	seq_shared_best_traj	fract_sites_IBD
sid10	sid219	127	0.9685	-2.61148e+02	5	0.002	0	0.00000	0.00000
sid10	sid220	126	0.9365	-2.70274e+02	5	0.228	0	0.00000	0.00002
sid10	sid221	127	0.9370	-2.70360e+02	5	0.002	0	0.00000	0.00000
sid10	sid222	126	0.9683	-2.58750e+02	5	0.002	0	0.00000	0.00000
sid10	sid223	126	0.9365	-2.67452e+02	5	0.002	0	0.00000	0.00000
sid10	sid224	101	0.8020	-2.55835e+02	5	1.338	0	0.00000	0.00007
sid10	sid225	126	0.9365	-2.70274e+02	5	0.228	0	0.00000	0.00002
sid10	sid226	95	0.9263	-2.32565e+02	5	1.102	0	0.00000	0.00150
sid10	sid227	128	0.9375	-2.72065e+02	5	0.002	0	0.00000	0.00000
sid10	sid228	59	0.0000	-1.30900e+02	5	0.001	0	1.00000	1.00000
sid10	sid229	88	0.8409	-2.31369e+02	5	3.212	0	0.00000	0.01414
sid10	sid230	87	0.8506	-2.29671e+02	5	2.785	0	0.00000	0.00954
sid10	sid231	128	0.9375	-2.72065e+02	5	0.002	0	0.00000	0.00000
